DATE,WPOTFD01INM661N
2002-06-01,36.5271474696611
2002-07-01,36.3236536118914
2002-08-01,36.8730870278696
2002-09-01,37.0562314998624
2002-10-01,37.0358821140854
2002-11-01,37.0969302714163
2002-12-01,36.0794609825678
2003-01-01,35.8759671247981
2003-02-01,36.2626054545605
2003-03-01,36.2829548403375
2003-04-01,36.6695931700999
2003-05-01,36.7713400989848
2003-06-01,37.6870624589484
2003-07-01,36.6899425558769
2003-08-01,36.4864486981072
2003-09-01,37.2393759718551
2003-10-01,37.8295081593872
2003-11-01,37.6260143016175
2003-12-01,36.6695931700999
2004-01-01,36.7306413274308
2004-02-01,36.5474968554381
2004-03-01,36.1405091398987
2004-04-01,37.1172796571933
2004-05-01,37.7481106162793
2004-06-01,38.01265263138
2004-07-01,37.6667130731715
2004-08-01,38.2975440322575
2004-09-01,38.4806885042503
2004-10-01,38.8266280624588
2004-11-01,38.8673268340127
2004-12-01,37.6260143016175
2005-01-01,37.300424129186
2005-02-01,37.3818216722939
2005-03-01,37.5039179869557
2005-04-01,38.5010378900272
2005-05-01,38.4626902427264
2005-06-01,39.2296431887429
2005-07-01,40.8402443753775
2005-08-01,40.725201433475
2005-09-01,40.9169396699791
2005-10-01,41.7989355578981
2005-11-01,42.1440643836055
2005-12-01,40.4567679023692
2006-01-01,40.9169396699791
2006-02-01,40.6868537861742
2006-03-01,40.2650296658651
2006-04-01,40.8018967280767
2006-05-01,41.5305020267923
2006-06-01,42.8726696823212
2006-07-01,43.0260602715245
2006-08-01,44.0614467486467
2006-09-01,45.2885714622731
2006-10-01,45.9404814663871
2006-11-01,45.9788291136879
2006-12-01,45.1735285203706
2007-01-01,45.5953526406797
2007-02-01,45.7103955825821
2007-03-01,45.5953526406797
2007-04-01,46.5923914705011
2007-05-01,46.8991726489077
2007-06-01,46.7074344124035
2007-07-01,47.8578638314283
2007-08-01,48.356383246339
2007-09-01,48.126297362534
2007-10-01,48.3180355990382
2007-11-01,48.0112544206316
2007-12-01,46.6307391178019
2008-01-01,45.9788291136879
2008-02-01,46.9758679435093
2008-03-01,48.1646450098349
2008-04-01,49.430117370762
2008-05-01,49.9286367856727
2008-06-01,49.9669844329736
2008-07-01,51.1557614992991
2008-08-01,51.5392379723074
2008-09-01,52.0761050345189
2008-10-01,53.801749163056
2008-11-01,54.1085303414626
2008-12-01,52.267843271023
2009-01-01,52.6129720967304
2009-02-01,51.4241950304049
2009-03-01,51.9994097399172
2009-04-01,53.7250538684543
2009-05-01,54.3769638725683
2009-06-01,55.6040885861947
2009-07-01,57.6748615404392
2009-08-01,58.9403339013664
2009-09-01,59.3238103743746
2009-10-01,60.5125874407002
2009-11-01,63.158575104457
2009-12-01,63.1202274571562
2010-01-01,63.2352703990587
2010-02-01,62.6600556895463
2010-03-01,62.736750984148
2010-04-01,64.7308286437908
2010-05-01,65.996301004718
2010-06-01,67.2617733656452
2010-07-01,68.3355074900682
2010-08-01,67.7602927805559
2010-09-01,68.9874174941822
2010-10-01,69.3708939671905
2010-11-01,69.5626322036946
2010-12-01,72.6304439877605
2011-01-01,73.7808734067852
2011-02-01,69.5242845563938
2011-03-01,68.6422886684748
2011-04-01,71.6334051579391
2011-05-01,71.441666921435
2011-06-01,72.4003581039556
2011-07-01,73.9342639959886
2011-08-01,74.279392821696
2011-09-01,75.6215604772248
2011-10-01,76.4268610705421
2011-11-01,75.353126946119
2011-12-01,73.2056586972729
2012-01-01,73.2823539918745
2012-02-01,73.7808734067852
2012-03-01,75.583212829924
2012-04-01,79.4563252073072
2012-05-01,79.8304133674169
2012-06-01,81.7756717999875
2012-07-01,83.2720244404264
2012-08-01,83.1972068084045
2012-09-01,83.2720244404264
2012-10-01,83.0475715443606
2012-11-01,83.7957478645801
2012-12-01,82.8979362803167
2013-01-01,84.6935594488434
2013-02-01,85.2172828729971
2013-03-01,84.9180123449093
2013-04-01,85.8158239291726
2013-05-01,88.135170521853
2013-06-01,91.4271463308186
2013-07-01,92.4745931791259
2013-08-01,95.9162042521354
2013-09-01,96.1406571482012
2013-10-01,99.2081800611011
2013-11-01,99.6570858532327
2013-12-01,93.9709458195648
2014-01-01,91.8012344909284
2014-02-01,91.4271463308186
2014-03-01,91.9508697549722
2014-04-01,92.1005050190161
2014-05-01,94.4946692437184
2014-06-01,97.0384687324646
2014-07-01,101.976432445913
2014-08-01,103.622420350396
2014-09-01,101.751979549847
2014-10-01,100.854167965584
2014-11-01,100.629715069518
2014-12-01,98.0110979487499
2015-01-01,97.3377392605524
2015-02-01,96.5895629403329
2015-03-01,96.2902924122451
2015-04-01,97.7866450526841
2015-05-01,98.6844566369474
2015-06-01,99.9563563813205
2015-07-01,100.105991645364
2015-08-01,101.677161917825
2015-09-01,101.901614813891
2015-10-01,103.098696926242
2015-11-01,103.697237982418
2015-12-01,102.874244030176
2016-01-01,101.826797181869
2016-02-01,99.6570858532327
2016-03-01,99.8067211172766
2016-04-01,103.098696926242
2016-05-01,105.418043518923
2016-06-01,107.737390111603
2016-07-01,108.111478271713
2016-08-01,106.689943263296
2016-09-01,106.166219839142
2016-10-01,106.166219839142
2016-11-01,106.241037471164
2016-12-01,102.949061662198
2017-01-01,102.126067709957
2017-02-01,102.200885341979
2017-03-01,102.949061662198
2017-04-01,103.697237982418
2017-05-01,103.173514558264
2017-06-01,104.14614377455
2017-07-01,110.655277760459
2017-08-01,112.899806721117
2017-09-01,108.335931167779
2017-10-01,110.730095392481
2017-11-01,113.049441985161
2017-12-01,107.812207743625
2018-01-01,105.343225886901
2018-02-01,103.173514558264
2018-03-01,102.724608766133
2018-04-01,104.595049566681
2018-05-01,104.969137726791
2018-06-01,106.09140220712
2018-07-01,108.335931167779
2018-08-01,108.335931167779
2018-09-01,108.111478271713
2018-10-01,109.15892512002
2018-11-01,109.383378016086
2018-12-01,107.363301951493
2019-01-01,107.887025375647
2019-02-01,107.512937215537
2019-03-01,108.111478271713
2019-04-01,111.328636448656
2019-05-01,112.675353825051
2019-06-01,113.872435937403
2019-07-01,115.443606209863
2019-08-01,116.790323586258
2019-09-01,116.266600162105
2019-10-01,119.857846499158
2019-11-01,121.653469667685
2019-12-01,121.653469667685
2020-01-01,120.082299395224
2020-02-01,115.742876737951
2020-03-01,113.423530145271
2020-04-01,114.17170646549
