DATE,LREM25TTUSM156S
1983-06-01,73.5124392894706
1983-07-01,73.836262720122
1983-08-01,74.0631457687615
1983-09-01,74.2487359816528
1983-10-01,74.3478101458932
1983-11-01,74.7169741366508
1983-12-01,74.8990340929041
1984-01-01,75.0397778054461
1984-02-01,75.3025466074686
1984-03-01,75.4459607963537
1984-04-01,75.4917124426727
1984-05-01,75.9177762862479
1984-06-01,76.1022179674011
1984-07-01,75.973994668171
1984-08-01,76.1790616785155
1984-09-01,76.0912625676365
1984-10-01,76.2418068188461
1984-11-01,76.2501704825476
1984-12-01,76.2962397969373
1985-01-01,76.3244427561117
1985-02-01,76.3737746559287
1985-03-01,76.5317004450003
1985-04-01,76.4545427703146
1985-05-01,76.544173367192
1985-06-01,76.5040698585949
1985-07-01,76.5872555861396
1985-08-01,76.7115584663549
1985-09-01,76.9427852232877
1985-10-01,76.9596061581499
1985-11-01,77.0423467874891
1985-12-01,77.086020965779
1986-01-01,77.3463511128351
1986-02-01,76.9094090911316
1986-03-01,77.0281939765694
1986-04-01,77.0202667358185
1986-05-01,76.9944936218162
1986-06-01,77.202066591224
1986-07-01,77.315864563119
1986-08-01,77.4845006967142
1986-09-01,77.5305202193444
1986-10-01,77.5359219128887
1986-11-01,77.5554121392022
1986-12-01,77.8441291429986
1987-01-01,77.810149705098
1987-02-01,77.9443387556248
1987-03-01,77.9840157757828
1987-04-01,78.151097057279
1987-05-01,78.4193629159406
1987-06-01,78.3504220341511
1987-07-01,78.4607452532301
1987-08-01,78.5229515027844
1987-09-01,78.6136391303628
1987-10-01,78.6576143175546
1987-11-01,78.7478112863921
1987-12-01,78.754451247816
1988-01-01,78.8121254153922
1988-02-01,78.8632593023203
1988-03-01,79.0175394229155
1988-04-01,79.2062616028368
1988-05-01,79.1510304548793
1988-06-01,79.0992917717863
1988-07-01,79.2719072646686
1988-08-01,79.2639304451142
1988-09-01,79.2695449243244
1988-10-01,79.4132013824454
1988-11-01,79.5310088563876
1988-12-01,79.4745965451241
1989-01-01,79.8120392576352
1989-02-01,79.8020254335525
1989-03-01,79.7499144174118
1989-04-01,79.7393251080255
1989-05-01,79.8372307679151
1989-06-01,79.9572284469262
1989-07-01,79.8870772852482
1989-08-01,79.9516413992072
1989-09-01,79.9825309896296
1989-10-01,79.9455995585818
1989-11-01,80.1106380173789
1989-12-01,80.0377560695314
1990-01-01,80.0275949156004
1990-02-01,80.081259582635
1990-03-01,79.9766190814344
1990-04-01,79.8480877507847
1990-05-01,79.9450896729534
1990-06-01,79.8372989248113
1990-07-01,79.645743451668
1990-08-01,79.5559293427753
1990-09-01,79.4586461370875
1990-10-01,79.4111777375199
1990-11-01,79.1504884216543
1990-12-01,79.0547574702814
1991-01-01,78.8849085748658
1991-02-01,78.89441336225
1991-03-01,78.6576425917264
1991-04-01,78.8979994842628
1991-05-01,78.580169530993
1991-06-01,78.7229357068132
1991-07-01,78.6813570130269
1991-08-01,78.5389615180016
1991-09-01,78.6127387212639
1991-10-01,78.4711386924058
1991-11-01,78.3817318087365
1991-12-01,78.3607631319791
1992-01-01,78.4189665448528
1992-02-01,78.2040124120841
1992-03-01,78.2477678314386
1992-04-01,78.3494371193947
1992-05-01,78.2731139350136
1992-06-01,78.3865993652852
1992-07-01,78.3400442194934
1992-08-01,78.2939978470722
1992-09-01,78.2178266506668
1992-10-01,78.1933415480104
1992-11-01,78.1468205318441
1992-12-01,78.172656394807
1993-01-01,78.2831239406776
1993-02-01,78.2493353432469
1993-03-01,78.4215323215086
1993-04-01,78.331297269089
1993-05-01,78.4996350321914
1993-06-01,78.5938051251262
1993-07-01,78.6195020570412
1993-08-01,78.748345540532
1993-09-01,78.6132455812066
1993-10-01,78.7046164549954
1993-11-01,78.920231063564
1993-12-01,78.9995047955109
1994-01-01,78.8159477790265
1994-02-01,78.8691399758101
1994-03-01,78.9335598288236
1994-04-01,78.9977555857289
1994-05-01,79.2413943033467
1994-06-01,78.9598149526233
1994-07-01,79.1636796204785
1994-08-01,79.1629784413947
1994-09-01,79.4726551397271
1994-10-01,79.5267684845466
1994-11-01,79.7743319996694
1994-12-01,79.8339478658628
1995-01-01,79.6879540299271
1995-02-01,79.9469910933844
1995-03-01,79.8956954085964
1995-04-01,79.7782489448116
1995-05-01,79.7165309120342
1995-06-01,79.6181052968204
1995-07-01,79.765231206346
1995-08-01,79.6437860123712
1995-09-01,79.7885285933285
1995-10-01,79.8143256288219
1995-11-01,79.6831561818199
1995-12-01,79.7141214359769
1996-01-01,79.7456412313443
1996-02-01,79.9489825805326
1996-03-01,80.0096373250954
1996-04-01,79.9460056023318
1996-05-01,79.9951240496116
1996-06-01,80.1718244433023
1996-07-01,80.370093177131
1996-08-01,80.5146950132
1996-09-01,80.42868028792
1996-10-01,80.5748160515239
1996-11-01,80.4403124466577
1996-12-01,80.4448748022001
1997-01-01,80.506695241533
1997-02-01,80.4321171465128
1997-03-01,80.6739097408702
1997-04-01,80.7403250699131
1997-05-01,80.6482809998591
1997-06-01,80.8838745537481
1997-07-01,81.0367194993808
1997-08-01,81.1142306267114
1997-09-01,80.9982796538808
1997-10-01,81.0339918571594
1997-11-01,81.0280235652288
1997-12-01,81.0210993916148
1998-01-01,80.926523841505
1998-02-01,80.9713586325432
1998-03-01,81.0688535853231
1998-04-01,81.1075009877979
1998-05-01,81.1261419488052
1998-06-01,81.1170925849208
1998-07-01,81.1405102530572
1998-08-01,81.1496200052824
1998-09-01,81.2166705066179
1998-10-01,81.1327718247415
1998-11-01,81.2514590169834
1998-12-01,81.3121944787379
1999-01-01,81.675299605861
1999-02-01,81.4099870167337
1999-03-01,81.3377141333512
1999-04-01,81.3634737255623
1999-05-01,81.4329501361952
1999-06-01,81.4044381708935
1999-07-01,81.2007149778436
1999-08-01,81.2707009418122
1999-09-01,81.2917704242622
1999-10-01,81.422861994933
1999-11-01,81.5838805850914
1999-12-01,81.4790717332398
2000-01-01,81.7195184721462
2000-02-01,81.7210765201207
2000-03-01,81.6240531433974
2000-04-01,81.8213634118585
2000-05-01,81.4936859075434
2000-06-01,81.5556880159009
2000-07-01,81.326927131954
2000-08-01,81.2068389223209
2000-09-01,81.2762063962244
2000-10-01,81.2446928808751
2000-11-01,81.4062073156679
2000-12-01,81.3952974565291
2001-01-01,81.2326806987141
2001-02-01,81.139687336884
2001-03-01,81.1518459012248
2001-04-01,80.8834765056968
2001-05-01,80.8750003069584
2001-06-01,80.6557372566374
2001-07-01,80.5590642342254
2001-08-01,80.2733939032597
2001-09-01,80.2396922602029
2001-10-01,79.9389870878127
2001-11-01,79.6493140391947
2001-12-01,79.7381259272487
2002-01-01,79.540035369523
2002-02-01,79.7666785125838
2002-03-01,79.5845648867857
2002-04-01,79.450446892635
2002-05-01,79.3072401807872
2002-06-01,79.2365413700274
2002-07-01,79.1348107049086
2002-08-01,79.3630459735244
2002-09-01,79.3762625451862
2002-10-01,79.2294310458714
2002-11-01,78.8255019123861
2002-12-01,79.0099306313882
2003-01-01,78.959704392515
2003-02-01,78.8773204057529
2003-03-01,78.9483572560008
2003-04-01,79.0123894408684
2003-05-01,78.7091055009169
2003-06-01,78.8346351021611
2003-07-01,78.703263077091
2003-08-01,78.7136020906333
2003-09-01,78.6177312353568
2003-10-01,78.6671570081437
2003-11-01,78.8443798418901
2003-12-01,78.8833979975566
2004-01-01,78.9366329297533
2004-02-01,78.8125163334289
2004-03-01,78.7353796719267
2004-04-01,78.8880143949727
2004-05-01,78.9290209262824
2004-06-01,79.0422785336594
2004-07-01,79.1635448465281
2004-08-01,79.0312654609481
2004-09-01,79.0486794184934
2004-10-01,79.0542372480204
2004-11-01,79.1735679188289
2004-12-01,78.992243738094
2005-01-01,79.0961354857716
2005-02-01,79.1605032822226
2005-03-01,79.1365825569284
2005-04-01,79.382197114881
2005-05-01,79.4480000842334
2005-06-01,79.2404085206196
2005-07-01,79.4453889616838
2005-08-01,79.6307764597068
2005-09-01,79.4582438307453
2005-10-01,79.412839178686
2005-11-01,79.3251643423815
2005-12-01,79.4036354693423
2006-01-01,79.4770812266305
2006-02-01,79.520637209276
2006-03-01,79.6805764511469
2006-04-01,79.5924705677186
2006-05-01,79.6759353518789
2006-06-01,79.7543593330161
2006-07-01,79.7490914750611
2006-08-01,79.739246273834
2006-09-01,79.8969489472213
2006-10-01,80.2115270190318
2006-11-01,80.0959895736343
2006-12-01,80.1363149192708
2007-01-01,80.1525165621006
2007-02-01,79.9729038677678
2007-03-01,80.1587346356604
2007-04-01,80.0222724243356
2007-05-01,80.0849740784145
2007-06-01,79.9693668090265
2007-07-01,79.8039346276266
2007-08-01,79.8663058955888
2007-09-01,79.8624201836432
2007-10-01,79.7858329613005
2007-11-01,79.9265137990061
2007-12-01,79.8102536254254
2008-01-01,79.820213031221
2008-02-01,79.6769401803657
2008-03-01,79.5996810091035
2008-04-01,79.5458333115662
2008-05-01,79.3827681797687
2008-06-01,79.3142639646721
2008-07-01,79.1962437225085
2008-08-01,78.8680620383189
2008-09-01,78.7918179892034
2008-10-01,78.5483801763724
2008-11-01,78.1764596699079
2008-12-01,77.6280902068706
2009-01-01,77.0596412175566
2009-02-01,76.6854939064399
2009-03-01,76.2554613711309
2009-04-01,76.1215832568028
2009-05-01,75.7138806501582
2009-06-01,75.6966376831482
2009-07-01,75.6935525695652
2009-08-01,75.4983374066155
2009-09-01,75.0791884624704
2009-10-01,75.0676295241141
2009-11-01,75.2301480513484
2009-12-01,74.8908344144332
2010-01-01,75.2524269535614
2010-02-01,75.1223921837799
2010-03-01,75.0728314136496
2010-04-01,75.262026261599
2010-05-01,75.0300526813908
2010-06-01,75.1772389218869
2010-07-01,75.1431052462226
2010-08-01,75.0901208000244
2010-09-01,75.0758038105958
2010-10-01,75.0595978145353
2010-11-01,74.759706944298
2010-12-01,75.0517376020802
2011-01-01,75.1926790023958
2011-02-01,75.1445367621981
2011-03-01,75.2280081608053
2011-04-01,74.9919444707461
2011-05-01,75.1695177505346
2011-06-01,74.9321816844024
2011-07-01,75.0709146764486
2011-08-01,75.0522483315625
2011-09-01,74.9422905722215
2011-10-01,75.0001905027866
2011-11-01,75.2860124535636
2011-12-01,75.4554155359323
2012-01-01,75.521413613087
2012-02-01,75.5190144490322
2012-03-01,75.6653983514029
2012-04-01,75.6527601982756
2012-05-01,75.7420102930798
2012-06-01,75.6040788684574
2012-07-01,75.6665388505235
2012-08-01,75.6770062437074
2012-09-01,75.9080774200359
2012-10-01,76.0527167030875
2012-11-01,75.7248013134638
2012-12-01,75.9236203466378
2013-01-01,75.6307931331783
2013-02-01,75.8158187591482
2013-03-01,75.7986148619401
2013-04-01,75.8721140693372
2013-05-01,76.1098811932846
2013-06-01,75.8906090483046
2013-07-01,76.0754479035579
2013-08-01,75.9710641975291
2013-09-01,76.0342120788687
2013-10-01,75.7036700941134
2013-11-01,76.0868137718311
2013-12-01,76.1848286438118
2014-01-01,76.356022043632
2014-02-01,76.2906309669212
2014-03-01,76.3871608577416
2014-04-01,76.3971352043101
2014-05-01,76.4991614055302
2014-06-01,76.8521759315017
2014-07-01,76.7555030811147
2014-08-01,76.8816529626065
2014-09-01,76.8467846980877
2014-10-01,76.92029125044
2014-11-01,76.8934462395835
2014-12-01,77.0411393566693
2015-01-01,77.0897917322
2015-02-01,77.1929683519418
2015-03-01,77.1506074746589
2015-04-01,77.1784732524685
2015-05-01,77.2271442393855
2015-06-01,77.3415287893004
2015-07-01,77.2441547148336
2015-08-01,77.4356407706704
2015-09-01,77.4042211049789
2015-10-01,77.2940619119318
2015-11-01,77.4041833089701
2015-12-01,77.3995766913482
2016-01-01,77.6634253269833
2016-02-01,77.7341041034421
2016-03-01,77.8940707570363
2016-04-01,77.7238167751079
2016-05-01,77.9259711929968
2016-06-01,77.937898533321
2016-07-01,78.032965467342
2016-08-01,77.899462757092
2016-09-01,77.9470702521414
2016-10-01,78.0978957736356
2016-11-01,78.1073955836059
2016-12-01,78.1762597424786
2017-01-01,78.1958457630035
2017-02-01,78.2763344518143
2017-03-01,78.4013047498339
2017-04-01,78.4986411101366
2017-05-01,78.4153374077009
2017-06-01,78.5551826773589
2017-07-01,78.6613920157371
2017-08-01,78.4143156506362
2017-09-01,78.9188998763308
2017-10-01,78.800456485346
2017-11-01,78.9932950662661
2017-12-01,79.0841484702382
2018-01-01,78.9357327602711
2018-02-01,79.2642745105147
2018-03-01,79.2528902775349
2018-04-01,79.2499702370588
2018-05-01,79.3816540608397
2018-06-01,79.3437151840567
2018-07-01,79.5132270399259
2018-08-01,79.3586704883971
2018-09-01,79.4203699186927
2018-10-01,79.6900795633797
2018-11-01,79.6575312874789
2018-12-01,79.5916955264321
2019-01-01,79.6855408403989
2019-02-01,79.7971461864927
2019-03-01,79.8740770349487
2019-04-01,79.8311581395328
2019-05-01,79.8200404261468
2019-06-01,79.8220494106588
2019-07-01,79.6382704749073
2019-08-01,80.036454881411
2019-09-01,80.129789323459
2019-10-01,80.2477098003052
2019-11-01,80.2953539934654
2019-12-01,80.3211454229456
2020-01-01,80.3265842161038
2020-02-01,80.3316900769254
2020-03-01,79.5929210958087
2020-04-01,69.6892210008629
2020-05-01,71.3974625708171
