DATE,SLRTTO01USQ657S
1979-04-01,-1.01673268407469
1979-07-01,-0.210492605833848
1979-10-01,-0.918655583863932
1980-01-01,-2.21348280294348
1980-04-01,-5.32353969817104
1980-07-01,2.01552648984059
1980-10-01,0.608899836574266
1981-01-01,0.979626682132786
1981-04-01,-2.01342244171232
1981-07-01,-0.603936833066936
1981-10-01,-2.77713445057316
1982-01-01,-0.303010355995704
1982-04-01,-0.524048105983202
1982-07-01,-0.549939337424259
1982-10-01,2.65536257729895
1983-01-01,0.858002426722804
1983-04-01,2.88385506949909
1983-07-01,1.31728721364586
1983-10-01,2.40498952576668
1984-01-01,1.37779085067006
1984-04-01,1.30960503625487
1984-07-01,-1.18201303987762
1984-10-01,1.51119333336841
1985-01-01,1.07105168676458
1985-04-01,1.30931406381012
1985-07-01,1.28958313714036
1985-10-01,-0.903227631873691
1986-01-01,0.579481867385068
1986-04-01,1.35321749283246
1986-07-01,2.94820254806597
1986-10-01,0.312533334317702
1987-01-01,-1.59078083732032
1987-04-01,2.20197046992328
1987-07-01,1.3113559305433
1987-10-01,-0.870308584363988
1988-01-01,1.54466823299808
1988-04-01,0.518262859885776
1988-07-01,-0.0426823899191338
1988-10-01,1.7789847413749
1989-01-01,-0.355864114437026
1989-04-01,0.635242561275651
1989-07-01,0.970568844940495
1989-10-01,-1.00036151608988
1990-01-01,1.32655849843666
1990-04-01,-1.35408104131065
1990-07-01,-0.343833186382749
1990-10-01,-1.66830284378564
1991-01-01,-2.05005537370711
1991-04-01,1.17189231607952
1991-07-01,-0.454806725306822
1991-10-01,-1.3598812094643
1992-01-01,1.22389974586934
1992-04-01,0.561962922672521
1992-07-01,0.924589574268879
1992-10-01,0.942755312014454
1993-01-01,0.533936233021798
1993-04-01,1.64286424406583
1993-07-01,1.3797962811646
1993-10-01,1.38238901983744
1994-01-01,1.5905642995456
1994-04-01,1.33500690466207
1994-07-01,1.21508722316594
1994-10-01,1.65466524587531
1995-01-01,-0.706076407637818
1995-04-01,0.721780822439929
1995-07-01,0.99644719976366
1995-10-01,0.664777558269217
1996-01-01,0.699953993238676
1996-04-01,1.15565973058823
1996-07-01,0.135594124431104
1996-10-01,0.933253187417218
1997-01-01,0.992769488463534
1997-04-01,-0.53485040527189
1997-07-01,1.65678406399551
1997-10-01,0.00707936601186316
1998-01-01,0.379420193117729
1998-04-01,1.97504866177597
1998-07-01,-0.573688664843021
1998-10-01,2.56108138088706
1999-01-01,1.71736169356824
1999-04-01,1.38229291598165
1999-07-01,1.53105050654821
1999-10-01,1.45321021336434
2000-01-01,1.32085964624641
2000-04-01,-0.804826751068519
2000-07-01,-0.0491788507677853
2000-10-01,0.0396983595030615
2001-01-01,-0.489781538610012
2001-04-01,0.396652287264522
2001-07-01,-1.14304856320169
2001-10-01,3.72981823843513
2002-01-01,-2.09915777400306
2002-04-01,0.20511469923096
2002-07-01,0.709133379990619
2002-10-01,-0.207793004429579
2003-01-01,-0.1691875707525
2003-04-01,1.00673205331247
2003-07-01,2.06947275526378
2003-10-01,-0.0258324284597171
2004-01-01,0.996835993219739
2004-04-01,0.309208225035774
2004-07-01,0.88827963351865
2004-10-01,1.51431633201596
2005-01-01,0.335626654971055
2005-04-01,1.31452030317491
2005-07-01,0.411866852001877
2005-10-01,-0.604056952139089
2006-01-01,2.2557560639662
2006-04-01,-0.467314141382746
2006-07-01,-0.400213190771176
2006-10-01,0.422803279003154
2007-01-01,0.336421068354899
2007-04-01,-0.204511774596049
2007-07-01,0.0816624153945648
2007-10-01,0.0600078665162196
2008-01-01,-1.81857543451289
2008-04-01,-0.900810602235851
2008-07-01,-2.68162186583392
2008-10-01,-6.76953377436963
2009-01-01,-1.69506115427916
2009-04-01,-0.117002208561621
2009-07-01,1.43304495928854
2009-10-01,-0.0829419069478753
2010-01-01,1.36971686322099
2010-04-01,1.7404616545335
2010-07-01,0.0820792376329952
2010-10-01,2.17919131461077
2011-01-01,1.28762751700997
2011-04-01,0.489884566593593
2011-07-01,0.141467766308011
2011-10-01,1.28321186893218
2012-01-01,1.48847181707437
2012-04-01,-0.536644479924823
2012-07-01,0.329652064076688
2012-10-01,0.819506374896333
2013-01-01,1.32893988576873
2013-04-01,0.0759161511552158
2013-07-01,0.350830276296704
2013-10-01,0.188071250979547
2014-01-01,0.167324437880398
2014-04-01,1.96732334231663
2014-07-01,0.425392515466024
2014-10-01,0.318103342195913
2015-01-01,-0.217540586505723
2015-04-01,1.07437659745855
2015-07-01,0.588328521944492
2015-10-01,-0.261663832330484
2016-01-01,0.0066676927636866
2016-04-01,0.715822364525472
2016-07-01,0.467795777982206
2016-10-01,0.444407556383367
2017-01-01,0.718821019772156
2017-04-01,0.644544946769662
2017-07-01,0.639493442458219
2017-10-01,1.67488310415863
2018-01-01,-0.551374116827297
2018-04-01,1.17780587950768
