DATE,CSCICP03CNM665S
1999-06-01,98.711948573163
1999-07-01,98.8178381266067
1999-08-01,99.0132563889139
1999-09-01,99.1548504186151
1999-10-01,99.2610682020187
1999-11-01,99.4136300881285
1999-12-01,99.6082455406216
2000-01-01,99.7312476455965
2000-02-01,99.8386977698959
2000-03-01,99.9472525268933
2000-04-01,100.055910046051
2000-05-01,100.166651609783
2000-06-01,100.261915063535
2000-07-01,100.366115110534
2000-08-01,100.493445322648
2000-09-01,100.629809022639
2000-10-01,100.734685465894
2000-11-01,100.820093463542
2000-12-01,100.888780403816
2001-01-01,100.934945183643
2001-02-01,100.961682197607
2001-03-01,101.020947487368
2001-04-01,101.100690798452
2001-05-01,101.151721219732
2001-06-01,101.223291195446
2001-07-01,101.282869710048
2001-08-01,101.230703241744
2001-09-01,101.141695500221
2001-10-01,101.059181107236
2001-11-01,100.997802408898
2001-12-01,100.982958404033
2002-01-01,100.982987048665
2002-02-01,101.010140190118
2002-03-01,101.034423993149
2002-04-01,101.042576727728
2002-05-01,101.056850430632
2002-06-01,101.083792706242
2002-07-01,101.099973023646
2002-08-01,101.111171370258
2002-09-01,101.136197934423
2002-10-01,101.195694758804
2002-11-01,101.28710917621
2002-12-01,101.368262449842
2003-01-01,101.352066285124
2003-02-01,100.982304091449
2003-03-01,99.9359580761393
2003-04-01,98.2360369027403
2003-05-01,97.2117907770903
2003-06-01,97.3658062695748
2003-07-01,98.1062885021885
2003-08-01,98.8419441300195
2003-09-01,99.3612011887449
2003-10-01,99.7425354360943
2003-11-01,100.007475151603
2003-12-01,100.212987000076
2004-01-01,100.315732709944
2004-02-01,100.31108094174
2004-03-01,100.173427042855
2004-04-01,99.774713886501
2004-05-01,99.108216699838
2004-06-01,98.5149943618462
2004-07-01,98.3168154391209
2004-08-01,98.3327439083728
2004-09-01,98.50797272535
2004-10-01,98.768698961727
2004-11-01,99.062222311226
2004-12-01,99.311546176337
2005-01-01,99.5094435003964
2005-02-01,99.6844602255732
2005-03-01,99.8322143626685
2005-04-01,99.9126411244175
2005-05-01,99.9175661114922
2005-06-01,99.9194749446106
2005-07-01,99.8943264189843
2005-08-01,99.8488400650586
2005-09-01,99.7595137448996
2005-10-01,99.6611754707393
2005-11-01,99.650178795896
2005-12-01,99.7243483012163
2006-01-01,99.7509108052992
2006-02-01,99.6937841115128
2006-03-01,99.6731454331506
2006-04-01,99.634968905642
2006-05-01,99.6300570526312
2006-06-01,99.6799554550083
2006-07-01,99.7818646039195
2006-08-01,99.9879378922492
2006-09-01,100.260307001089
2006-10-01,100.463109748657
2006-11-01,100.632745835669
2006-12-01,100.732008633146
2007-01-01,100.652710953884
2007-02-01,100.512624529476
2007-03-01,100.459158716011
2007-04-01,100.611345781227
2007-05-01,100.820461558565
2007-06-01,100.982945399848
2007-07-01,101.012159349338
2007-08-01,101.011814926493
2007-09-01,100.936687831213
2007-10-01,100.82551587563
2007-11-01,100.729703499682
2007-12-01,100.635005682374
2008-01-01,100.359239180466
2008-02-01,100.043182620291
2008-03-01,99.8664919596038
2008-04-01,99.7780667289297
2008-05-01,99.7847109002628
2008-06-01,99.8070046087941
2008-07-01,99.7932432825134
2008-08-01,99.6368522832107
2008-09-01,99.3279577195393
2008-10-01,98.7738668222856
2008-11-01,97.9701530212582
2008-12-01,97.1585445680409
2009-01-01,96.6487457436931
2009-02-01,96.3897599309224
2009-03-01,96.2810056147563
2009-04-01,96.3205750836742
2009-05-01,96.4556254852866
2009-06-01,96.6166274318418
2009-07-01,96.8406778591016
2009-08-01,97.0366800053607
2009-09-01,97.1672923935252
2009-10-01,97.2743809081288
2009-11-01,97.3853154443807
2009-12-01,97.5535175424126
2010-01-01,97.7844348882389
2010-02-01,98.0887934390004
2010-03-01,98.5469523748383
2010-04-01,98.82000036207
2010-05-01,99.0572309942155
2010-06-01,99.1432773210026
2010-07-01,98.977607737197
2010-08-01,98.5730248418783
2010-09-01,97.9629717617572
2010-10-01,97.421569860432
2010-11-01,96.8925826277077
2010-12-01,96.4200904692837
2011-01-01,96.345296604565
2011-02-01,96.8562932947725
2011-03-01,97.8783105215989
2011-04-01,98.4519921853637
2011-05-01,98.6641018551907
2011-06-01,98.7047507331179
2011-07-01,98.3600156865701
2011-08-01,97.8207347729941
2011-09-01,97.0924163556967
2011-10-01,96.3295009455068
2011-11-01,95.9574240266208
2011-12-01,96.3662113666572
2012-01-01,97.0128862881931
2012-02-01,97.2782556634917
2012-03-01,97.089035890162
2012-04-01,97.058482925198
2012-05-01,96.8301601976811
2012-06-01,96.2157626901207
2012-07-01,95.8663481125218
2012-08-01,96.0781915865299
2012-09-01,96.7362008136923
2012-10-01,97.5449810480006
2012-11-01,97.8875523897035
2012-12-01,97.9727485232644
2013-01-01,98.1235550035326
2013-02-01,98.175186601207
2013-03-01,97.6195531202679
2013-04-01,96.9192621771671
2013-05-01,95.9963465978646
2013-06-01,95.3385547702667
2013-07-01,95.1875414745391
2013-08-01,95.4584789664537
2013-09-01,95.964888347541
2013-10-01,96.3691562964511
2013-11-01,96.4143064321174
2013-12-01,96.6639115184354
2014-01-01,96.9805818400947
2014-02-01,97.5312673814874
2014-03-01,98.0276790584982
2014-04-01,97.913783921363
2014-05-01,97.6410272638607
2014-06-01,97.6380476068585
2014-07-01,97.6607074255014
2014-08-01,97.6808896993152
2014-09-01,97.7531109819259
2014-10-01,97.7728849039708
2014-11-01,97.9950454858883
2014-12-01,98.275792471622
2015-01-01,98.6256205281672
2015-02-01,99.0392993714744
2015-03-01,99.1091366726919
2015-04-01,99.124569740573
2015-05-01,99.0057842155195
2015-06-01,98.4728261877637
2015-07-01,98.0132955783104
2015-08-01,97.8060701442253
2015-09-01,97.7896002936354
2015-10-01,97.6919711411937
2015-11-01,97.6379169540702
2015-12-01,97.5820876345676
2016-01-01,97.4738300188823
2016-02-01,97.1653810477567
2016-03-01,96.6308524938027
2016-04-01,96.4223160814771
2016-05-01,96.580334403683
2016-06-01,97.2115877062216
2016-07-01,97.8879471190352
2016-08-01,98.1594015072579
2016-09-01,98.3171505096913
2016-10-01,98.6792417040317
2016-11-01,99.0637312323106
2016-12-01,99.3862275740809
2017-01-01,99.792128539114
2017-02-01,100.260306851204
2017-03-01,100.492481480835
2017-04-01,100.699946598318
2017-05-01,100.780852348759
2017-06-01,100.998556627679
2017-07-01,101.383992809591
2017-08-01,101.997782952853
2017-09-01,103.02461910151
2017-10-01,103.974927955976
2017-11-01,104.318941398937
2017-12-01,104.492566613151
2018-01-01,104.593737670964
2018-02-01,104.688607803858
2018-03-01,104.599651232998
2018-04-01,104.43824666895
2018-05-01,104.066180249937
2018-06-01,103.478504329149
2018-07-01,103.175603893767
2018-08-01,103.016147736755
2018-09-01,103.073624450433
2018-10-01,103.426708211361
2018-11-01,104.027963992239
2018-12-01,104.57221802425
2019-01-01,105.002573132564
2019-02-01,105.298336039234
2019-03-01,105.303025515378
2019-04-01,105.277517330389
2019-05-01,105.194083068757
2019-06-01,105.204806761611
2019-07-01,105.023747441306
2019-08-01,104.83894137889
2019-09-01,104.939825846213
2019-10-01,105.163864434099
2019-11-01,105.423116217632
2019-12-01,105.554015242698
2020-01-01,105.168845854084
2020-02-01,104.26302441467
2020-03-01,103.526450619618
2020-04-01,102.481151144837
